Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191	10	1.0	75	5191
11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267	11	1.0	76	5267
12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314	12	1.0	47	5314
13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402	13	1.0	88	5402
14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434	14	1.0	32	5434
15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540	15	1.0	106	5540
16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566	16	1.0	26	5566
17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602	17	1.0	36	5602
18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664	18	1.0	62	5664
19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744	19	1.0	80	5744
20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843	20	1.0	99	5843
21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887	21	1.0	44	5887
22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939	22	1.0	52	5939
23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011	23	1.0	72	6011
24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030	24	1.0	19	6030
25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053	25	1.0	23	6053
26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102	26	1.0	49	6102
27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121	27	1.0	19	6121
28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138	28	1.0	17	6138
29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158	29	1.0	20	6158
30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177	30	1.0	19	6177
31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204	31	1.0	27	6204
32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222	32	1.0	18	6222
33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236	33	1.0	14	6236
34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254	34	1.0	18	6254
35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268	35	1.0	14	6268
36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286	36	1.0	18	6286
37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300	37	1.0	14	6300
38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318	38	1.0	18	6318
39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333	39	1.0	15	6333
40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358	40	1.0	25	6358
41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377	41	1.0	19	6377
42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391	42	1.0	14	6391
43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408	43	1.0	17	6408
44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428	44	1.0	20	6428
45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446	45	1.0	18	6446
46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462	46	1.0	16	6462
47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476	47	1.0	14	6476
48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497	48	1.0	21	6497
49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513	49	1.0	16	6513
