Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123	21	1.0	14	1123
22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137	22	1.0	14	1137
23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156	23	1.0	19	1156
24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176	24	1.0	20	1176
25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190	25	1.0	14	1190
26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206	26	1.0	16	1206
27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226	27	1.0	20	1226
28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244	28	1.0	18	1244
29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260	29	1.0	16	1260
30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276	30	1.0	16	1276
31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292	31	1.0	16	1292
32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306	32	1.0	14	1306
33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322	33	1.0	16	1322
34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337	34	1.0	15	1337
35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351	35	1.0	14	1351
36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365	36	1.0	14	1365
37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381	37	1.0	16	1381
38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399	38	1.0	18	1399
39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413	39	1.0	14	1413
40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431	40	1.0	18	1431
41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445	41	1.0	14	1445
42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459	42	1.0	14	1459
43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477	43	1.0	18	1477
44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494	44	1.0	17	1494
45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511	45	1.0	17	1511
46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527	46	1.0	16	1527
47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545	47	1.0	18	1545
48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563	48	1.0	18	1563
49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579	49	1.0	16	1579
