Episode	Accumulated Reward	Length	Steps
122	-500.0	500	51666
123	-500.0	500	52166
124	-500.0	500	52666
125	-500.0	500	53166
126	-500.0	500	53666
127	-500.0	500	54166
128	-500.0	500	54666
129	-500.0	500	55166
130	-500.0	500	55666
131	-500.0	500	56166
132	-500.0	500	56666
133	-500.0	500	57166
134	-500.0	500	57666
135	-500.0	500	58166
136	-500.0	500	58666
137	-500.0	500	59166
138	-500.0	500	59666
139	-500.0	500	60166
140	-500.0	500	60666
141	-500.0	500	61166
142	-500.0	500	61666
143	-500.0	500	62166
144	-500.0	500	62666
145	-500.0	500	63166
146	-500.0	500	63666
147	-500.0	500	64166
148	-500.0	500	64666
149	-500.0	500	65166
150	-500.0	500	65666
151	-500.0	500	66166
152	-500.0	500	66666
153	-500.0	500	67166
154	-500.0	500	67666
155	-500.0	500	68166
156	-500.0	500	68666
157	-500.0	500	69166
158	-500.0	500	69666
159	-500.0	500	70166
160	-500.0	500	70666
161	-500.0	500	71166
162	-500.0	500	71666
163	-500.0	500	72166
164	-500.0	500	72666
165	-500.0	500	73166
166	-500.0	500	73666
167	-378.0	378	74044
168	-500.0	500	74544
169	-500.0	500	75044
170	-500.0	500	75544
171	-500.0	500	76044
172	-500.0	500	76544
173	-500.0	500	77044
174	-500.0	500	77544
175	-500.0	500	78044
176	-500.0	500	78544
177	-500.0	500	79044
178	-500.0	500	79544
179	-500.0	500	80044
180	-500.0	500	80544
181	-500.0	500	81044
182	-500.0	500	81544
183	-500.0	500	82044
184	-500.0	500	82544
185	-500.0	500	83044
186	-500.0	500	83544
187	-500.0	500	84044
188	-500.0	500	84544
189	-500.0	500	85044
190	-500.0	500	85544
191	-500.0	500	86044
192	-500.0	500	86544
193	-500.0	500	87044
194	-500.0	500	87544
195	-500.0	500	88044
196	-500.0	500	88544
197	-500.0	500	89044
198	-500.0	500	89544
199	-500.0	500	90044
200	-500.0	500	90544
201	-500.0	500	91044
202	-500.0	500	91544
203	-500.0	500	92044
204	-500.0	500	92544
205	-500.0	500	93044
206	-500.0	500	93544
207	-500.0	500	94044
208	-500.0	500	94544
209	-500.0	500	95044
210	-500.0	500	95544
211	-500.0	500	96044
212	-500.0	500	96544
213	-500.0	500	97044
214	-500.0	500	97544
215	-500.0	500	98044
216	-500.0	500	98544
217	-500.0	500	99044
218	-500.0	500	99544
219	-500.0	500	100044
220	-500.0	500	100544
221	-500.0	500	101044
222	-500.0	500	101544
223	-500.0	500	102044
224	-222.0	222	102266
225	-500.0	500	102766
226	-313.0	313	103079
227	-500.0	500	103579
228	-500.0	500	104079
229	-500.0	500	104579
230	-500.0	500	105079
231	-500.0	500	105579
232	-500.0	500	106079
233	-500.0	500	106579
234	-500.0	500	107079
235	-500.0	500	107579
236	-500.0	500	108079
237	-500.0	500	108579
238	-500.0	500	109079
239	-500.0	500	109579
240	-500.0	500	110079
241	-500.0	500	110579
242	-500.0	500	111079
243	-500.0	500	111579
244	-500.0	500	112079
245	-500.0	500	112579
246	-500.0	500	113079
247	-500.0	500	113579
248	-500.0	500	114079
249	-500.0	500	114579
250	-500.0	500	115079
251	-500.0	500	115579
252	-500.0	500	116079
253	-500.0	500	116579
254	-500.0	500	117079
255	-500.0	500	117579
256	-500.0	500	118079
257	-500.0	500	118579
258	-500.0	500	119079
259	-500.0	500	119579
260	-500.0	500	120079
261	-500.0	500	120579
262	-500.0	500	121079
263	-500.0	500	121579
264	-500.0	500	122079
265	-500.0	500	122579
266	-500.0	500	123079
267	-330.0	330	123409
268	-500.0	500	123909
269	-500.0	500	124409
270	-492.0	492	124901
271	-500.0	500	125401
272	-500.0	500	125901
273	-500.0	500	126401
274	-500.0	500	126901
275	-500.0	500	127401
276	-500.0	500	127901
277	-500.0	500	128401
278	-500.0	500	128901
279	-500.0	500	129401
280	-500.0	500	129901
281	-500.0	500	130401
282	-500.0	500	130901
283	-500.0	500	131401
284	-500.0	500	131901
285	-500.0	500	132401
286	-500.0	500	132901
287	-500.0	500	133401
288	-500.0	500	133901
289	-500.0	500	134401
290	-500.0	500	134901
291	-500.0	500	135401
292	-500.0	500	135901
293	-500.0	500	136401
294	-500.0	500	136901
295	-500.0	500	137401
296	-500.0	500	137901
297	-500.0	500	138401
298	-500.0	500	138901
299	-500.0	500	139401
