Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935	338	-21	21	12935
339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954	339	-19	19	12954
340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974	340	-20	20	12974
341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995	341	-21	21	12995
342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014	342	-118	19	13014
343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031	343	-17	17	13031
344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050	344	-19	19	13050
345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067	345	-17	17	13067
346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084	346	-17	17	13084
347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101	347	-17	17	13101
348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119	348	-18	18	13119
349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139	349	-20	20	13139
350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162	350	-23	23	13162
351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183	351	-21	21	13183
352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201	352	-18	18	13201
353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220	353	-19	19	13220
354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241	354	-21	21	13241
355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259	355	-18	18	13259
356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276	356	-17	17	13276
357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293	357	-17	17	13293
358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312	358	-19	19	13312
359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329	359	-17	17	13329
360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348	360	-19	19	13348
361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367	361	-19	19	13367
362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384	362	-17	17	13384
363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406	363	-22	22	13406
364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425	364	-19	19	13425
365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448	365	-23	23	13448
366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466	366	-18	18	13466
367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483	367	-17	17	13483
368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500	368	-17	17	13500
369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519	369	-19	19	13519
370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536	370	-17	17	13536
371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553	371	-17	17	13553
372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572	372	-19	19	13572
373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593	373	-21	21	13593
374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614	374	-21	21	13614
375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634	375	-20	20	13634
376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654	376	-20	20	13654
377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671	377	-17	17	13671
378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688	378	-17	17	13688
379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708	379	-20	20	13708
380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733	380	-124	25	13733
381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750	381	-17	17	13750
382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769	382	-19	19	13769
383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786	383	-17	17	13786
384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803	384	-17	17	13803
385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824	385	-21	21	13824
386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841	386	-17	17	13841
387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862	387	-21	21	13862
388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879	388	-17	17	13879
389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902	389	-23	23	13902
390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920	390	-18	18	13920
391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939	391	-19	19	13939
392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958	392	-19	19	13958
393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983	393	-25	25	13983
394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004	394	-21	21	14004
395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023	395	-19	19	14023
396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040	396	-17	17	14040
397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057	397	-17	17	14057
398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076	398	-19	19	14076
399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100	399	-24	24	14100
400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123	400	-23	23	14123
401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140	401	-17	17	14140
402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158	402	-18	18	14158
403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176	403	-18	18	14176
404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195	404	-19	19	14195
405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212	405	-17	17	14212
406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229	406	-17	17	14229
407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246	407	-17	17	14246
408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263	408	-17	17	14263
409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280	409	-17	17	14280
410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297	410	-17	17	14297
411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318	411	-21	21	14318
412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335	412	-17	17	14335
413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352	413	-17	17	14352
414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369	414	-17	17	14369
415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386	415	-17	17	14386
416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407	416	-21	21	14407
417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425	417	-18	18	14425
418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442	418	-17	17	14442
419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463	419	-21	21	14463
420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485	420	-22	22	14485
421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502	421	-17	17	14502
422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524	422	-121	22	14524
423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542	423	-18	18	14542
424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559	424	-17	17	14559
425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576	425	-17	17	14576
426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593	426	-17	17	14593
427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610	427	-17	17	14610
428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627	428	-17	17	14627
429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644	429	-17	17	14644
430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664	430	-20	20	14664
431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684	431	-20	20	14684
432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703	432	-19	19	14703
433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722	433	-19	19	14722
434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739	434	-17	17	14739
435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756	435	-17	17	14756
436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778	436	-22	22	14778
437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797	437	-19	19	14797
438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818	438	-21	21	14818
439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836	439	-18	18	14836
440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853	440	-17	17	14853
441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871	441	-18	18	14871
442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890	442	-19	19	14890
443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909	443	-19	19	14909
444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930	444	-21	21	14930
445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950	445	-20	20	14950
446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972	446	-22	22	14972
447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991	447	-19	19	14991
448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010	448	-19	19	15010
449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027	449	-17	17	15027
450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046	450	-19	19	15046
451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069	451	-23	23	15069
