Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821	12	1.0	18	1821
13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840	13	1.0	19	1840
14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857	14	1.0	17	1857
15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873	15	1.0	16	1873
16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891	16	1.0	18	1891
17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907	17	1.0	16	1907
18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924	18	1.0	17	1924
19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949	19	1.0	25	1949
20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965	20	1.0	16	1965
21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985	21	1.0	20	1985
22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001	22	1.0	16	2001
23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017	23	1.0	16	2017
24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033	24	1.0	16	2033
25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049	25	1.0	16	2049
26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066	26	1.0	17	2066
27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086	27	1.0	20	2086
28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106	28	1.0	20	2106
29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125	29	1.0	19	2125
30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141	30	1.0	16	2141
31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160	31	1.0	19	2160
32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178	32	1.0	18	2178
33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194	33	1.0	16	2194
34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215	34	1.0	21	2215
35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233	35	1.0	18	2233
36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249	36	1.0	16	2249
37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266	37	1.0	17	2266
38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284	38	1.0	18	2284
39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303	39	1.0	19	2303
40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324	40	1.0	21	2324
41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343	41	1.0	19	2343
42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362	42	1.0	19	2362
43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382	43	1.0	20	2382
44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398	44	1.0	16	2398
45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415	45	1.0	17	2415
46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431	46	1.0	16	2431
47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451	47	1.0	20	2451
48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473	48	1.0	22	2473
49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491	49	1.0	18	2491
