Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691	101	-13	13	1691
102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706	102	-15	15	1706
103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725	103	-19	19	1725
104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738	104	-13	13	1738
105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751	105	-13	13	1751
106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767	106	-115	16	1767
107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780	107	-13	13	1780
108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796	108	-16	16	1796
109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809	109	-13	13	1809
110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827	110	-18	18	1827
111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842	111	-15	15	1842
112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855	112	-13	13	1855
113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871	113	-115	16	1871
114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884	114	-13	13	1884
115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904	115	-119	20	1904
116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923	116	-118	19	1923
117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948	117	-124	25	1948
118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961	118	-13	13	1961
119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974	119	-13	13	1974
120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989	120	-15	15	1989
121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002	121	-13	13	2002
122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017	122	-15	15	2017
123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033	123	-16	16	2033
124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049	124	-16	16	2049
125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062	125	-13	13	2062
126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077	126	-15	15	2077
127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090	127	-13	13	2090
128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110	128	-119	20	2110
129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126	129	-16	16	2126
130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139	130	-13	13	2139
131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158	131	-118	19	2158
132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178	132	-119	20	2178
133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193	133	-15	15	2193
134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212	134	-19	19	2212
135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225	135	-13	13	2225
136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238	136	-13	13	2238
137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253	137	-15	15	2253
138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266
139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281	139	-15	15	2281
140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296	140	-15	15	2296
141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311	141	-15	15	2311
142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337	142	-125	26	2337
143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354	143	-17	17	2354
144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373	144	-19	19	2373
145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388
146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403	146	-15	15	2403
147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416	147	-13	13	2416
148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434	148	-117	18	2434
149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454	149	-119	20	2454
150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467	150	-13	13	2467
151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487	151	-119	20	2487
152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500	152	-13	13	2500
153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516	153	-16	16	2516
154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531	154	-15	15	2531
155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546	155	-15	15	2546
156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559	156	-13	13	2559
157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574	157	-15	15	2574
158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592	158	-117	18	2592
159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606	159	-113	14	2606
160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631	160	-124	25	2631
161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644	161	-13	13	2644
162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669	162	-124	25	2669
163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683	163	-14	14	2683
164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696	164	-13	13	2696
165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719	165	-122	23	2719
166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736	166	-17	17	2736
167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749	167	-13	13	2749
168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771	168	-121	22	2771
169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786	169	-15	15	2786
170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803	170	-17	17	2803
171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816	171	-13	13	2816
172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830	172	-113	14	2830
173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847	173	-17	17	2847
174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860	174	-13	13	2860
175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882	175	-220	22	2882
176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897	176	-15	15	2897
177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914	177	-17	17	2914
178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931	178	-116	17	2931
179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944	179	-13	13	2944
180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961	180	-17	17	2961
181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976	181	-15	15	2976
182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991	182	-15	15	2991
183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023	183	-230	32	3023
184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040	184	-116	17	3040
185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063	185	-122	23	3063
186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078	186	-15	15	3078
187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093	187	-15	15	3093
188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106	188	-13	13	3106
189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119	189	-13	13	3119
190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132	190	-13	13	3132
191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145	191	-13	13	3145
192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163	192	-117	18	3163
193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183	193	-119	20	3183
194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205	194	-121	22	3205
195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244	195	-336	39	3244
196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258	196	-14	14	3258
197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273	197	-15	15	3273
198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286	198	-13	13	3286
