Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821	240	-15	15	7821
241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838	241	-17	17	7838
242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855	242	-17	17	7855
243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871	243	-16	16	7871
244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886	244	-15	15	7886
245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903	245	-17	17	7903
246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918	246	-15	15	7918
247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935	247	-17	17	7935
248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952	248	-17	17	7952
249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967	249	-15	15	7967
250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986	250	-19	19	7986
251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001	251	-15	15	8001
252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016	252	-15	15	8016
253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033	253	-17	17	8033
254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048	254	-15	15	8048
255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063	255	-15	15	8063
256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082	256	-19	19	8082
257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097	257	-15	15	8097
258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112	258	-15	15	8112
259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129	259	-17	17	8129
260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146	260	-17	17	8146
261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165	261	-19	19	8165
262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182	262	-17	17	8182
263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201	263	-19	19	8201
264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218	264	-17	17	8218
265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235	265	-17	17	8235
266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252	266	-17	17	8252
267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271	267	-19	19	8271
268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289	268	-18	18	8289
269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310	269	-21	21	8310
270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325	270	-15	15	8325
271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342	271	-17	17	8342
272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361	272	-19	19	8361
273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380	273	-19	19	8380
274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403	274	-23	23	8403
275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418	275	-15	15	8418
276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437	276	-19	19	8437
277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452	277	-15	15	8452
278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467	278	-15	15	8467
279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486	279	-19	19	8486
280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501	280	-15	15	8501
281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518	281	-17	17	8518
282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533	282	-15	15	8533
283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554	283	-21	21	8554
284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569	284	-15	15	8569
285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588	285	-19	19	8588
286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603	286	-15	15	8603
287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624	287	-21	21	8624
288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640	288	-16	16	8640
289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666	289	-26	26	8666
290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683	290	-17	17	8683
291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699	291	-16	16	8699
292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717	292	-18	18	8717
293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736	293	-19	19	8736
294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751	294	-15	15	8751
295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769	295	-18	18	8769
296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784	296	-15	15	8784
297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809	297	-25	25	8809
298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826	298	-17	17	8826
299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841	299	-15	15	8841
300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858	300	-17	17	8858
301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874	301	-16	16	8874
302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891	302	-17	17	8891
303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906	303	-15	15	8906
304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921	304	-15	15	8921
305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938	305	-17	17	8938
306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956	306	-18	18	8956
307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974	307	-18	18	8974
308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989	308	-15	15	8989
309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006	309	-17	17	9006
310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023	310	-17	17	9023
311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038	311	-15	15	9038
312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053	312	-15	15	9053
313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070	313	-17	17	9070
314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087	314	-17	17	9087
315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102	315	-15	15	9102
316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118	316	-16	16	9118
317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133	317	-15	15	9133
318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149	318	-16	16	9149
319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166	319	-17	17	9166
320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183	320	-17	17	9183
321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198	321	-15	15	9198
322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219	322	-21	21	9219
323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238	323	-19	19	9238
324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257	324	-19	19	9257
325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276	325	-19	19	9276
326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291	326	-15	15	9291
327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306	327	-15	15	9306
328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323	328	-17	17	9323
329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344	329	-21	21	9344
330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369	330	-25	25	9369
331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386	331	-17	17	9386
332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405	332	-19	19	9405
333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420	333	-15	15	9420
334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435	334	-15	15	9435
335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450	335	-15	15	9450
336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467	336	-17	17	9467
337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489	337	-22	22	9489
338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504	338	-15	15	9504
339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523	339	-19	19	9523
340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538	340	-15	15	9538
341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555	341	-17	17	9555
342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572	342	-17	17	9572
343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591	343	-19	19	9591
344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606	344	-15	15	9606
345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623	345	-17	17	9623
346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640	346	-17	17	9640
347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659	347	-19	19	9659
348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676	348	-17	17	9676
349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693	349	-17	17	9693
350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709	350	-16	16	9709
351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724	351	-15	15	9724
352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739	352	-15	15	9739
353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754	353	-15	15	9754
354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771	354	-17	17	9771
355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786	355	-15	15	9786
356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801	356	-15	15	9801
357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816	357	-15	15	9816
358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831	358	-15	15	9831
359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846	359	-15	15	9846
360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866	360	-20	20	9866
361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882	361	-16	16	9882
362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899	362	-17	17	9899
363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915	363	-16	16	9915
364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938	364	-23	23	9938
