Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
454	-20	20	22199	454	-20	20	22199	454	-20	20	22199	454	-20	20	22199	454	-20	20	22199	454	-20	20	22199
455	-19	19	22218	455	-19	19	22218	455	-19	19	22218	455	-19	19	22218	455	-19	19	22218	455	-19	19	22218
456	-20	20	22238	456	-20	20	22238	456	-20	20	22238	456	-20	20	22238	456	-20	20	22238	456	-20	20	22238
457	-19	19	22257	457	-19	19	22257	457	-19	19	22257	457	-19	19	22257	457	-19	19	22257	457	-19	19	22257
458	-17	17	22274	458	-17	17	22274	458	-17	17	22274	458	-17	17	22274	458	-17	17	22274	458	-17	17	22274
459	-20	20	22294	459	-20	20	22294	459	-20	20	22294	459	-20	20	22294	459	-20	20	22294	459	-20	20	22294
460	-24	24	22318	460	-24	24	22318	460	-24	24	22318	460	-24	24	22318	460	-24	24	22318	460	-24	24	22318
461	-17	17	22335	461	-17	17	22335	461	-17	17	22335	461	-17	17	22335	461	-17	17	22335	461	-17	17	22335
462	-20	20	22355	462	-20	20	22355	462	-20	20	22355	462	-20	20	22355	462	-20	20	22355	462	-20	20	22355
463	-21	21	22376	463	-21	21	22376	463	-21	21	22376	463	-21	21	22376	463	-21	21	22376	463	-21	21	22376
464	-17	17	22393	464	-17	17	22393	464	-17	17	22393	464	-17	17	22393	464	-17	17	22393	464	-17	17	22393
465	-18	18	22411	465	-18	18	22411	465	-18	18	22411	465	-18	18	22411	465	-18	18	22411	465	-18	18	22411
466	-22	22	22433	466	-22	22	22433	466	-22	22	22433	466	-22	22	22433	466	-22	22	22433	466	-22	22	22433
467	-21	21	22454	467	-21	21	22454	467	-21	21	22454	467	-21	21	22454	467	-21	21	22454	467	-21	21	22454
468	-17	17	22471	468	-17	17	22471	468	-17	17	22471	468	-17	17	22471	468	-17	17	22471	468	-17	17	22471
469	-19	19	22490	469	-19	19	22490	469	-19	19	22490	469	-19	19	22490	469	-19	19	22490	469	-19	19	22490
470	-18	18	22508	470	-18	18	22508	470	-18	18	22508	470	-18	18	22508	470	-18	18	22508	470	-18	18	22508
471	-17	17	22525	471	-17	17	22525	471	-17	17	22525	471	-17	17	22525	471	-17	17	22525	471	-17	17	22525
472	-23	23	22548	472	-23	23	22548	472	-23	23	22548	472	-23	23	22548	472	-23	23	22548	472	-23	23	22548
473	-17	17	22565	473	-17	17	22565	473	-17	17	22565	473	-17	17	22565	473	-17	17	22565	473	-17	17	22565
474	-17	17	22582	474	-17	17	22582	474	-17	17	22582	474	-17	17	22582	474	-17	17	22582	474	-17	17	22582
475	-17	17	22599	475	-17	17	22599	475	-17	17	22599	475	-17	17	22599	475	-17	17	22599	475	-17	17	22599
476	-20	20	22619	476	-20	20	22619	476	-20	20	22619	476	-20	20	22619	476	-20	20	22619	476	-20	20	22619
477	-20	20	22639	477	-20	20	22639	477	-20	20	22639	477	-20	20	22639	477	-20	20	22639	477	-20	20	22639
478	-19	19	22658	478	-19	19	22658	478	-19	19	22658	478	-19	19	22658	478	-19	19	22658	478	-19	19	22658
479	-21	21	22679	479	-21	21	22679	479	-21	21	22679	479	-21	21	22679	479	-21	21	22679	479	-21	21	22679
480	-17	17	22696	480	-17	17	22696	480	-17	17	22696	480	-17	17	22696	480	-17	17	22696	480	-17	17	22696
481	-17	17	22713	481	-17	17	22713	481	-17	17	22713	481	-17	17	22713	481	-17	17	22713	481	-17	17	22713
482	-22	22	22735	482	-22	22	22735	482	-22	22	22735	482	-22	22	22735	482	-22	22	22735	482	-22	22	22735
483	-23	23	22758	483	-23	23	22758	483	-23	23	22758	483	-23	23	22758	483	-23	23	22758	483	-23	23	22758
484	-17	17	22775	484	-17	17	22775	484	-17	17	22775	484	-17	17	22775	484	-17	17	22775	484	-17	17	22775
485	-18	18	22793	485	-18	18	22793	485	-18	18	22793	485	-18	18	22793	485	-18	18	22793	485	-18	18	22793
486	-19	19	22812	486	-19	19	22812	486	-19	19	22812	486	-19	19	22812	486	-19	19	22812	486	-19	19	22812
487	-23	23	22835	487	-23	23	22835	487	-23	23	22835	487	-23	23	22835	487	-23	23	22835	487	-23	23	22835
488	-18	18	22853	488	-18	18	22853	488	-18	18	22853	488	-18	18	22853	488	-18	18	22853	488	-18	18	22853
489	-19	19	22872	489	-19	19	22872	489	-19	19	22872	489	-19	19	22872	489	-19	19	22872	489	-19	19	22872
490	-17	17	22889	490	-17	17	22889	490	-17	17	22889	490	-17	17	22889	490	-17	17	22889	490	-17	17	22889
491	-18	18	22907	491	-18	18	22907	491	-18	18	22907	491	-18	18	22907	491	-18	18	22907	491	-18	18	22907
492	-21	21	22928	492	-21	21	22928	492	-21	21	22928	492	-21	21	22928	492	-21	21	22928	492	-21	21	22928
493	-19	19	22947	493	-19	19	22947	493	-19	19	22947	493	-19	19	22947	493	-19	19	22947	493	-19	19	22947
494	-23	23	22970	494	-23	23	22970	494	-23	23	22970	494	-23	23	22970	494	-23	23	22970	494	-23	23	22970
495	-25	25	22995	495	-25	25	22995	495	-25	25	22995	495	-25	25	22995	495	-25	25	22995	495	-25	25	22995
496	-23	23	23018	496	-23	23	23018	496	-23	23	23018	496	-23	23	23018	496	-23	23	23018	496	-23	23	23018
497	-17	17	23035	497	-17	17	23035	497	-17	17	23035	497	-17	17	23035	497	-17	17	23035	497	-17	17	23035
498	-19	19	23054	498	-19	19	23054	498	-19	19	23054	498	-19	19	23054	498	-19	19	23054	498	-19	19	23054
499	-21	21	23075	499	-21	21	23075	499	-21	21	23075	499	-21	21	23075	499	-21	21	23075	499	-21	21	23075
