Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
418	-19	19	11701	418	-19	19	11701
419	-17	17	11718	419	-17	17	11718
420	-19	19	11737	420	-19	19	11737
421	-21	21	11758	421	-21	21	11758
422	-17	17	11775	422	-17	17	11775
423	-23	23	11798	423	-23	23	11798
424	-24	24	11822	424	-24	24	11822
425	-25	25	11847	425	-25	25	11847
426	-19	19	11866	426	-19	19	11866
427	-22	22	11888	427	-22	22	11888
428	-17	17	11905	428	-17	17	11905
429	-18	18	11923	429	-18	18	11923
430	-19	19	11942	430	-19	19	11942
431	-17	17	11959	431	-17	17	11959
432	-19	19	11978	432	-19	19	11978
433	-17	17	11995	433	-17	17	11995
434	-19	19	12014	434	-19	19	12014
435	-17	17	12031	435	-17	17	12031
436	-19	19	12050	436	-19	19	12050
437	-19	19	12069	437	-19	19	12069
438	-18	18	12087	438	-18	18	12087
439	-17	17	12104	439	-17	17	12104
440	-21	21	12125	440	-21	21	12125
441	-20	20	12145	441	-20	20	12145
442	-17	17	12162	442	-17	17	12162
443	-17	17	12179	443	-17	17	12179
444	-19	19	12198	444	-19	19	12198
445	-19	19	12217	445	-19	19	12217
446	-19	19	12236	446	-19	19	12236
447	-18	18	12254	447	-18	18	12254
448	-21	21	12275	448	-21	21	12275
449	-17	17	12292	449	-17	17	12292
450	-17	17	12309	450	-17	17	12309
451	-22	22	12331	451	-22	22	12331
452	-27	27	12358	452	-27	27	12358
453	-25	25	12383	453	-25	25	12383
454	-18	18	12401	454	-18	18	12401
455	-17	17	12418	455	-17	17	12418
456	-19	19	12437	456	-19	19	12437
457	-17	17	12454	457	-17	17	12454
458	-18	18	12472	458	-18	18	12472
459	-21	21	12493	459	-21	21	12493
460	-17	17	12510	460	-17	17	12510
461	-20	20	12530	461	-20	20	12530
462	-18	18	12548	462	-18	18	12548
463	-17	17	12565	463	-17	17	12565
464	-21	21	12586	464	-21	21	12586
465	-19	19	12605	465	-19	19	12605
466	-18	18	12623	466	-18	18	12623
467	-21	21	12644	467	-21	21	12644
468	-17	17	12661	468	-17	17	12661
469	-18	18	12679	469	-18	18	12679
470	-20	20	12699	470	-20	20	12699
471	-17	17	12716	471	-17	17	12716
472	-18	18	12734	472	-18	18	12734
473	-19	19	12753	473	-19	19	12753
474	-19	19	12772	474	-19	19	12772
475	-20	20	12792	475	-20	20	12792
476	-21	21	12813	476	-21	21	12813
477	-17	17	12830	477	-17	17	12830
478	-19	19	12849	478	-19	19	12849
479	-17	17	12866	479	-17	17	12866
480	-129	30	12896	480	-129	30	12896
481	-23	23	12919	481	-23	23	12919
482	-22	22	12941	482	-22	22	12941
483	-19	19	12960	483	-19	19	12960
484	-19	19	12979	484	-19	19	12979
485	-17	17	12996	485	-17	17	12996
486	-19	19	13015	486	-19	19	13015
487	-17	17	13032	487	-17	17	13032
488	-18	18	13050	488	-18	18	13050
489	-19	19	13069	489	-19	19	13069
490	-28	28	13097	490	-28	28	13097
491	-19	19	13116	491	-19	19	13116
492	-19	19	13135	492	-19	19	13135
493	-20	20	13155	493	-20	20	13155
494	-17	17	13172	494	-17	17	13172
495	-17	17	13189	495	-17	17	13189
496	-17	17	13206	496	-17	17	13206
497	-21	21	13227	497	-21	21	13227
498	-23	23	13250	498	-23	23	13250
499	-18	18	13268	499	-18	18	13268
