Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595	26	1.0	22	1595
27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625	27	1.0	30	1625
28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650	28	1.0	25	1650
29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673	29	1.0	23	1673
30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697	30	1.0	24	1697
31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719	31	1.0	22	1719
32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743	32	1.0	24	1743
33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767	33	1.0	24	1767
34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791	34	1.0	24	1791
35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835	35	1.0	44	1835
36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858	36	1.0	23	1858
37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880	37	1.0	22	1880
38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929	38	1.0	49	1929
39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994	39	1.0	65	1994
40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021	40	1.0	27	2021
41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044	41	1.0	23	2044
42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070	42	1.0	26	2070
43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092	43	1.0	22	2092
44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115	44	1.0	23	2115
45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137	45	1.0	22	2137
46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163	46	1.0	26	2163
47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186	47	1.0	23	2186
48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208	48	1.0	22	2208
49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230	49	1.0	22	2230
