Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
18	1.0	34	3172	18	1.0	34	3172	18	1.0	34	3172	18	1.0	34	3172	18	1.0	34	3172	18	1.0	34	3172	18	1.0	34	3172
19	1.0	65	3237	19	1.0	65	3237	19	1.0	65	3237	19	1.0	65	3237	19	1.0	65	3237	19	1.0	65	3237	19	1.0	65	3237
20	1.0	38	3275	20	1.0	38	3275	20	1.0	38	3275	20	1.0	38	3275	20	1.0	38	3275	20	1.0	38	3275	20	1.0	38	3275
21	1.0	16	3291	21	1.0	16	3291	21	1.0	16	3291	21	1.0	16	3291	21	1.0	16	3291	21	1.0	16	3291	21	1.0	16	3291
22	1.0	19	3310	22	1.0	19	3310	22	1.0	19	3310	22	1.0	19	3310	22	1.0	19	3310	22	1.0	19	3310	22	1.0	19	3310
23	1.0	17	3327	23	1.0	17	3327	23	1.0	17	3327	23	1.0	17	3327	23	1.0	17	3327	23	1.0	17	3327	23	1.0	17	3327
24	1.0	35	3362	24	1.0	35	3362	24	1.0	35	3362	24	1.0	35	3362	24	1.0	35	3362	24	1.0	35	3362	24	1.0	35	3362
25	1.0	18	3380	25	1.0	18	3380	25	1.0	18	3380	25	1.0	18	3380	25	1.0	18	3380	25	1.0	18	3380	25	1.0	18	3380
26	1.0	73	3453	26	1.0	73	3453	26	1.0	73	3453	26	1.0	73	3453	26	1.0	73	3453	26	1.0	73	3453	26	1.0	73	3453
27	1.0	38	3491	27	1.0	38	3491	27	1.0	38	3491	27	1.0	38	3491	27	1.0	38	3491	27	1.0	38	3491	27	1.0	38	3491
28	1.0	16	3507	28	1.0	16	3507	28	1.0	16	3507	28	1.0	16	3507	28	1.0	16	3507	28	1.0	16	3507	28	1.0	16	3507
29	1.0	20	3527	29	1.0	20	3527	29	1.0	20	3527	29	1.0	20	3527	29	1.0	20	3527	29	1.0	20	3527	29	1.0	20	3527
30	1.0	14	3541	30	1.0	14	3541	30	1.0	14	3541	30	1.0	14	3541	30	1.0	14	3541	30	1.0	14	3541	30	1.0	14	3541
31	1.0	14	3555	31	1.0	14	3555	31	1.0	14	3555	31	1.0	14	3555	31	1.0	14	3555	31	1.0	14	3555	31	1.0	14	3555
32	1.0	16	3571	32	1.0	16	3571	32	1.0	16	3571	32	1.0	16	3571	32	1.0	16	3571	32	1.0	16	3571	32	1.0	16	3571
33	1.0	15	3586	33	1.0	15	3586	33	1.0	15	3586	33	1.0	15	3586	33	1.0	15	3586	33	1.0	15	3586	33	1.0	15	3586
34	1.0	14	3600	34	1.0	14	3600	34	1.0	14	3600	34	1.0	14	3600	34	1.0	14	3600	34	1.0	14	3600	34	1.0	14	3600
35	1.0	20	3620	35	1.0	20	3620	35	1.0	20	3620	35	1.0	20	3620	35	1.0	20	3620	35	1.0	20	3620	35	1.0	20	3620
36	1.0	15	3635	36	1.0	15	3635	36	1.0	15	3635	36	1.0	15	3635	36	1.0	15	3635	36	1.0	15	3635	36	1.0	15	3635
37	1.0	17	3652	37	1.0	17	3652	37	1.0	17	3652	37	1.0	17	3652	37	1.0	17	3652	37	1.0	17	3652	37	1.0	17	3652
38	1.0	16	3668	38	1.0	16	3668	38	1.0	16	3668	38	1.0	16	3668	38	1.0	16	3668	38	1.0	16	3668	38	1.0	16	3668
39	1.0	15	3683	39	1.0	15	3683	39	1.0	15	3683	39	1.0	15	3683	39	1.0	15	3683	39	1.0	15	3683	39	1.0	15	3683
40	1.0	18	3701	40	1.0	18	3701	40	1.0	18	3701	40	1.0	18	3701	40	1.0	18	3701	40	1.0	18	3701	40	1.0	18	3701
41	1.0	16	3717	41	1.0	16	3717	41	1.0	16	3717	41	1.0	16	3717	41	1.0	16	3717	41	1.0	16	3717	41	1.0	16	3717
42	1.0	17	3734	42	1.0	17	3734	42	1.0	17	3734	42	1.0	17	3734	42	1.0	17	3734	42	1.0	17	3734	42	1.0	17	3734
43	1.0	16	3750	43	1.0	16	3750	43	1.0	16	3750	43	1.0	16	3750	43	1.0	16	3750	43	1.0	16	3750	43	1.0	16	3750
44	1.0	31	3781	44	1.0	31	3781	44	1.0	31	3781	44	1.0	31	3781	44	1.0	31	3781	44	1.0	31	3781	44	1.0	31	3781
45	1.0	15	3796	45	1.0	15	3796	45	1.0	15	3796	45	1.0	15	3796	45	1.0	15	3796	45	1.0	15	3796	45	1.0	15	3796
46	1.0	14	3810	46	1.0	14	3810	46	1.0	14	3810	46	1.0	14	3810	46	1.0	14	3810	46	1.0	14	3810	46	1.0	14	3810
47	1.0	18	3828	47	1.0	18	3828	47	1.0	18	3828	47	1.0	18	3828	47	1.0	18	3828	47	1.0	18	3828	47	1.0	18	3828
48	1.0	14	3842	48	1.0	14	3842	48	1.0	14	3842	48	1.0	14	3842	48	1.0	14	3842	48	1.0	14	3842	48	1.0	14	3842
49	1.0	16	3858	49	1.0	16	3858	49	1.0	16	3858	49	1.0	16	3858	49	1.0	16	3858	49	1.0	16	3858	49	1.0	16	3858
